-83,0,25.25,1536.5,0,
-83,0,5.25,1537.1,1,
-83,-83,5.25,1549.6,1,
83,-83,5.25,1574.5,1,
83,83,5.25,1599.4,1,
-83,83,5.25,1624.3,1,
-83,0,5.25,1636.7,0,
-83,0,25.25,1637.3,0,
-79,-53.982,25.25,1638.9,0,
-79,-53.982,5.25,1639.5,1,
-79,-79,5.25,1643.3,1,
-31.9,-79,5.25,1650.4,1,
-28.293,-79.707,5.25,1650.9,1,
-29,-76.1,5.25,1651.5,1,
-29,-29,5.25,1658.5,1,
-76.1,-29,5.25,1665.6,1,
-79.632,-28.368,5.25,1666.1,1,
-79,-31.9,5.25,1666.7,1,
-79,-53.982,5.25,1670,0,
-79,-53.982,25.25,1670.6,0,
29,-54,27,1671.2,0,
29,-54,7,1671.8,1,
29,-76.1,7,1675.1,1,
28.293,-79.707,7,1675.6,1,
31.9,-79,7,1676.2,1,
79,-79,7,1683.3,1,
79,-31.9,7,1690.3,1,
79.632,-28.368,7,1690.9,1,
76.1,-29,7,1691.4,1,
31.9,-29,7,1698,1,
28.293,-28.293,7,1698.6,1,
29,-31.9,7,1699.1,1,
29,-54,7,1702.4,0,
29,-54,27,1703,0,
-79,-1.78E-15,27,1706.7,0,
-79,-1.78E-15,7,1707.3,1,
-79,-22.1,7,1710.6,1,
-79.707,-25.707,7,1711.1,1,
-76.1,-25,7,1711.7,1,
-31.9,-25,7,1718.3,1,
-28.352,-25.695,7,1718.9,1,
-28.293,-25.707,7,1718.9,1,
-29,-22.1,7,1719.4,1,
-29,25,7,1726.5,1,
-76.1,25,7,1733.5,1,
-79.707,25.707,7,1734.1,1,
-79,22.1,7,1734.7,1,
-79,-1.78E-15,7,1738,0,
-79,-1.78E-15,27,1738.6,0,
-79,54.019,27,1740.2,0,
-79,54.019,7,1740.8,1,
-79,31.9,7,1744.1,1,
-79.707,28.293,7,1744.7,1,
-76.1,29,7,1745.2,1,
-31.9,29,7,1751.8,1,
-28.293,28.293,7,1752.4,1,
-29,31.9,7,1752.9,1,
-29,76.1,7,1759.6,1,
-28.293,79.707,7,1760.1,1,
-31.9,79,7,1760.7,1,
-79,79,7,1767.7,1,
-79,54.019,7,1771.5,0,
-79,54.019,27,1772.1,0,
29,54.019,27,1775.3,0,
29,54.019,7,1775.9,1,
29,53.941,7,1775.9,1,
29,29,7,1779.7,1,
76.1,29,7,1786.7,1,
79.707,28.293,7,1787.3,1,
79,31.9,7,1787.8,1,
79,79,7,1794.9,1,
31.9,79,7,1802,1,
28.293,79.707,7,1802.5,1,
29,76.1,7,1803.1,1,
29,54.019,7,1806.4,0,
29,54.019,27,1807,0,
29,0.031526,27,1808.6,0,
29,0.031526,7,1809.2,1,
29,-25,7,1813,1,
76.1,-25,7,1820,1,
79.707,-25.707,7,1820.6,1,
79,-22.1,7,1821.1,1,
79,22.1,7,1827.8,1,
79.707,25.707,7,1828.3,1,
76.1,25,7,1828.9,1,
31.9,25,7,1835.5,1,
28.293,25.707,7,1836,1,
29,22.1,7,1836.6,1,
29,0.031526,7,1839.9,0,
29,0.031526,27,1840.5,0,
-25,54.019,27,1842.8,0,
-25,54.019,7,1843.4,1,
-25,29,7,1847.2,1,
22.1,29,7,1854.2,1,
25.707,28.293,7,1854.8,1,
25,31.9,7,1855.3,1,
25,76.1,7,1861.9,1,
