-79,54.019,20,0,0
-79,54.019,0,0.6,1
-79,31.9,0,3.9179,1
-79.707,28.293,0,4.4692,1
-76.1,29,0,5.0206,1
-31.9,29,0,11.651,1
-28.293,28.293,0,12.202,1
-29,31.9,0,12.753,1
-29,76.1,0,19.383,1
-28.293,79.707,0,19.935,1
-31.9,79,0,20.486,1
-79,79,0,27.551,1
-79,54.019,0,31.298,0
-79,54.019,20,31.898,0
29,-54,20,36.481,0
29,-54,0,37.081,1
29,-76.1,0,40.396,1
28.293,-79.707,0,40.947,1
31.9,-79,0,41.498,1
79,-79,0,48.563,1
79,-31.9,0,55.628,1
79.632,-28.368,0,56.167,1
76.1,-29,0,56.705,1
31.9,-29,0,63.335,1
28.293,-28.293,0,63.886,1
29,-31.9,0,64.438,1
29,-54,0,67.753,0
29,-54,20,68.353,0
-25,-3.1608,20,70.578,0
-25,-3.1608,0,71.178,1
-25,-25,0,74.453,1
22.1,-25,0,81.518,1
25.707,-25.707,0,82.07,1
25,-22.1,0,82.621,1
25,25,0,89.686,1
-22.1,25,0,96.751,1
-25.707,25.707,0,97.303,1
-25,22.1,0,97.854,1
-25,0.029525,0,101.16,1
-25,-3.1608,0,101.64,0
-25,-3.1608,20,102.24,0
-79,-53.982,20,104.47,0
-79,-53.982,0,105.07,1
-79,-79,0,108.82,1
-31.9,-79,0,115.89,1
-28.293,-79.707,0,116.44,1
-29,-76.1,0,116.99,1
-29,-29,0,124.05,1
-76.1,-29,0,131.12,1
-79.632,-28.368,0,131.66,1
-79,-31.9,0,132.19,1
-79,-53.982,0,135.51,0
-79,-53.982,20,136.11,0
-25,-54,20,137.73,0
-25,-54,0,138.33,1
-25,-76.1,0,141.64,1
-25.707,-79.707,0,142.19,1
-22.1,-79,0,142.74,1
22.1,-79,0,149.37,1
25.707,-79.707,0,149.93,1
25,-76.1,0,150.48,1
25,-29,0,157.54,1
-22.1,-29,0,164.61,1
-25.707,-28.293,0,165.16,1
-25,-31.9,0,165.71,1
-25,-54,0,169.03,0
-25,-54,20,169.63,0
-83,0,20,172,0
-83,0,0,172.6,1
-83,-83,0,185.05,1
83,-83,0,209.95,1
83,83,0,234.85,1
-83,83,0,259.75,1
-83,0,0,272.2,0
-83,0,20,272.8,0
-25,54.019,20,275.18,0
-25,54.019,0,275.78,1
-25,29,0,279.53,1
22.1,29,0,286.6,1
25.707,28.293,0,287.15,1
25,31.9,0,287.7,1
25,76.1,0,294.33,1
25.707,79.707,0,294.88,1
22.1,79,0,295.43,1
-22.1,79,0,302.06,1
-25.707,79.707,0,302.61,1
