-28.293,79.707,8.75,2367.5,1,,
-31.9,79,8.75,2368.1,1,,
-79,79,8.75,2375.2,1,,
-79,54.019,8.75,2378.9,0,,
-79,54.019,28.75,2379.5,0,,
-79,-53.982,28.75,2382.7,0,,
-79,-53.982,8.75,2383.3,1,,
-79,-79,8.75,2387.1,1,,
-31.9,-79,8.75,2394.2,1,,
-28.293,-79.707,8.75,2394.7,1,,
-29,-76.1,8.75,2395.3,1,,
-29,-29,8.75,2402.3,1,,
-76.1,-29,8.75,2409.4,1,,
-79.632,-28.368,8.75,2409.9,1,,
-79,-31.9,8.75,2410.5,1,,
-79,-53.982,8.75,2413.8,0,,
-79,-53.982,28.75,2414.4,0,,
-79,-1.78E-15,28.75,2416,0,,
-79,-1.78E-15,8.75,2416.6,1,,
-79,-22.1,8.75,2419.9,1,,
-79.707,-25.707,8.75,2420.5,1,,
-76.1,-25,8.75,2421,1,,
-31.9,-25,8.75,2427.6,1,,
-28.352,-25.695,8.75,2428.2,1,,
-28.293,-25.707,8.75,2428.2,1,,
-29,-22.1,8.75,2428.8,1,,
-29,25,8.75,2435.8,1,,
-76.1,25,8.75,2442.9,1,,
-79.707,25.707,8.75,2443.4,1,,
-79,22.1,8.75,2444,1,,
-79,-1.78E-15,8.75,2447.3,0,,
-79,-1.78E-15,28.75,2447.9,0,,
-25,0.029525,28.75,2449.5,0,,
-25,0.029525,8.75,2450.1,1,,
-25,-25,8.75,2453.9,1,,
22.1,-25,8.75,2460.9,1,,
25.707,-25.707,8.75,2461.5,1,,
25,-22.1,8.75,2462,1,,
25,25,8.75,2469.1,1,,
-22.1,25,8.75,2476.2,1,,
-25.707,25.707,8.75,2476.7,1,,
-25,22.1,8.75,2477.3,1,,
-25,0.029525,8.75,2480.6,0,,
-25,0.029525,28.75,2481.2,0,,
