25.707,-79.707,7,1911.5,1,,
25,-76.1,7,1912,1,,
25,-29,7,1919.1,1,,
-22.1,-29,7,1926.1,1,,
-25.707,-28.293,7,1926.7,1,,
-25,-31.9,7,1927.2,1,,
-25,-54,7,1930.5,0,,
-25,-54,27,1931.1,0,,
-79,54.019,27,1934.8,0,,
-79,54.019,7,1935.4,1,,
-79,31.9,7,1938.7,1,,
-79.707,28.293,7,1939.2,1,,
-76.1,29,7,1939.8,1,,
-31.9,29,7,1946.4,1,,
-28.293,28.293,7,1947,1,,
-29,31.9,7,1947.5,1,,
-29,76.1,7,1954.2,1,,
-28.293,79.707,7,1954.7,1,,
-31.9,79,7,1955.3,1,,
-79,79,7,1962.3,1,,
-79,54.019,7,1966.1,0,,
-79,54.019,27,1966.7,0,,
-79,-53.982,27,1969.9,0,,
-79,-53.982,7,1970.5,1,,
-79,-79,7,1974.3,1,,
-31.9,-79,7,1981.3,1,,
-28.293,-79.707,7,1981.9,1,,
-29,-76.1,7,1982.4,1,,
-29,-29,7,1989.5,1,,
-76.1,-29,7,1996.6,1,,
-79.632,-28.368,7,1997.1,1,,
-79,-31.9,7,1997.6,1,,
-79,-53.982,7,2001,0,,
-79,-53.982,27,2001.6,0,,
-79,-1.78E-15,27,2003.2,0,,
-79,-1.78E-15,7,2003.8,1,,
-79,-22.1,7,2007.1,1,,
-79.707,-25.707,7,2007.6,1,,
-76.1,-25,7,2008.2,1,,
-31.9,-25,7,2014.8,1,,
-28.352,-25.695,7,2015.4,1,,
-28.293,-25.707,7,2015.4,1,,
-29,-22.1,7,2015.9,1,,
-29,25,7,2023,1,,
-76.1,25,7,2030.1,1,,
-79.707,25.707,7,2030.6,1,,
-79,22.1,7,2031.2,1,,
-79,-1.78E-15,7,2034.5,0,,
-79,-1.78E-15,27,2035.1,0,,
-25,0.029525,27,2036.7,0,,
-25,0.029525,7,2037.3,1,,
-25,-25,7,2041,1,,
22.1,-25,7,2048.1,1,,
25.707,-25.707,7,2048.7,1,,
25,-22.1,7,2049.2,1,,
25,25,7,2056.3,1,,
-22.1,25,7,2063.3,1,,
-25.707,25.707,7,2063.9,1,,
-25,22.1,7,2064.4,1,,
-25,0.029525,7,2067.8,0,,
-25,0.029525,27,2068.4,0,,
-25,54.019,28.75,2069,0,,
-25,54.019,8.75,2069.6,1,,
-25,29,8.75,2073.3,1,,
22.1,29,8.75,2080.4,1,,
25.707,28.293,8.75,2080.9,1,,
25,31.9,8.75,2081.5,1,,
25,76.1,8.75,2088.1,1,,
25.707,79.707,8.75,2088.7,1,,
22.1,79,8.75,2089.2,1,,
-22.1,79,8.75,2095.8,1,,
-25.707,79.707,8.75,2096.4,1,,
-25,76.1,8.75,2096.9,1,,
-25,54.031,8.75,2100.2,1,,
-25,54.019,8.75,2100.3,0,,
-25,54.019,28.75,2100.9,0,,
29,0.031526,28.75,2103.1,0,,
29,0.031526,8.75,2103.7,1,,
29,-25,8.75,2107.5,1,,
76.1,-25,8.75,2114.6,1,,
79.707,-25.707,8.75,2115.1,1,,
79,-22.1,8.75,2115.7,1,,
79,22.1,8.75,2122.3,1,,
79.707,25.707,8.75,2122.8,1,,
76.1,25,8.75,2123.4,1,,
31.9,25,8.75,2130,1,,
28.293,25.707,8.75,2130.6,1,,
29,22.1,8.75,2131.1,1,,
29,0.031526,8.75,2134.4,0,,
29,0.031526,28.75,2135,0,,
29,-54,28.75,2136.7,0,,
29,-54,8.75,2137.3,1,,
29,-76.1,8.75,2140.6,1,,
28.293,-79.707,8.75,2141.1,1,,
31.9,-79,8.75,2141.7,1,,
79,-79,8.75,2148.7,1,,
79,-31.9,8.75,2155.8,1,,
79.632,-28.368,8.75,2156.3,1,,
76.1,-29,8.75,2156.9,1,,
31.9,-29,8.75,2163.5,1,,
28.293,-28.293,8.75,2164.1,1,,
29,-31.9,8.75,2164.6,1,,
29,-54,8.75,2167.9,0,,
29,-54,28.75,2168.5,0,,
-83,0,28.75,2172.3,0,,
-83,0,8.75,2172.9,1,,
-83,-83,8.75,2185.3,1,,
83,-83,8.75,2210.2,1,,
83,83,8.75,2235.1,1,,
-83,83,8.75,2260,1,,
-83,0,8.75,2272.5,0,,
-83,0,28.75,2273.1,0,,
29,54.019,28.75,2276.8,0,,
29,54.019,8.75,2277.4,1,,
29,53.941,8.75,2277.4,1,,
29,29,8.75,2281.1,1,,
76.1,29,8.75,2288.2,1,,
79.707,28.293,8.75,2288.8,1,,
79,31.9,8.75,2289.3,1,,
79,79,8.75,2296.4,1,,
31.9,79,8.75,2303.4,1,,
28.293,79.707,8.75,2304,1,,
29,76.1,8.75,2304.5,1,,
29,54.019,8.75,2307.9,0,,
29,54.019,28.75,2308.5,0,,
-25,-54,28.75,2312.1,0,,
-25,-54,8.75,2312.7,1,,
-25,-76.1,8.75,2316,1,,
-25.707,-79.707,8.75,2316.5,1,,
-22.1,-79,8.75,2317.1,1,,
22.1,-79,8.75,2323.7,1,,
25.707,-79.707,8.75,2324.3,1,,
25,-76.1,8.75,2324.8,1,,
25,-29,8.75,2331.9,1,,
-22.1,-29,8.75,2339,1,,
-25.707,-28.293,8.75,2339.5,1,,
-25,-31.9,8.75,2340.1,1,,
-25,-54,8.75,2343.4,0,,
-25,-54,28.75,2344,0,,
-79,54.019,28.75,2347.6,0,,
-79,54.019,8.75,2348.2,1,,
-79,31.9,8.75,2351.5,1,,
-79.707,28.293,8.75,2352.1,1,,
-76.1,29,8.75,2352.6,1,,
-31.9,29,8.75,2359.3,1,,
-28.293,28.293,8.75,2359.8,1,,
-29,31.9,8.75,2360.4,1,,
-29,76.1,8.75,2367,1,,
