-79,-1.7764e-15,20,0,0
-79,-1.7764e-15,0,0.6,1
-79,-22.1,0,3.915,1
-79.707,-25.707,0,4.4664,1
-76.1,-25,0,5.0177,1
-31.9,-25,0,11.648,1
-28.417,-25.886,0,12.187,1
-27.985,-25.998,0,12.254,1
-29,-22.1,0,12.858,1
-29,22.1,0,19.488,1
-28.449,25.551,0,20.012,1
-31.9,25,0,20.536,1
-76.1,25,0,27.166,1
-79.707,25.707,0,27.718,1
-79,22.1,0,28.269,1
-79,-1.7764e-15,0,31.584,0
-79,-1.7764e-15,20,32.184,0
-25,-52.333,20,34.44,0
-25,-52.333,0,35.04,1
-25,-54,0,35.29,1
-25,-76.1,0,38.605,1
-25.707,-79.707,0,39.156,1
-22.1,-79,0,39.708,1
22.1,-79,0,46.338,1
25.707,-79.707,0,46.889,1
25,-76.1,0,47.441,1
25,-31.9,0,54.071,1
25.638,-28.362,0,54.61,1
22.1,-29,0,55.149,1
-22.1,-29,0,61.779,1
-25.988,-28,0,62.381,1
-25,-31.9,0,62.984,1
-25,-52.333,0,66.049,0
-25,-52.333,20,66.649,0
-83,0,20,68.993,0
-83,0,0,69.593,1
-83,-83,0,82.043,1
83,-83,0,106.94,1
83,83,0,131.84,1
-83,83,0,156.74,1
-83,0,0,169.19,0
-83,0,20,169.79,0
29,50.016,20,173.47,0
29,50.016,0,174.07,1
29,31.9,0,176.79,1
28.328,28.328,0,177.34,1
31.9,29,0,177.88,1
76.1,29,0,184.51,1
79.707,28.293,0,185.06,1
79,31.9,0,185.61,1
79,79,0,192.68,1
31.9,79,0,199.74,1
28.293,79.707,0,200.29,1
29,76.1,0,200.85,1
29,54.019,0,204.16,1
29,53.941,0,204.17,1
29,50.016,0,204.76,0
29,50.016,20,205.36,0
-25,0.41827,20,207.56,0
-25,0.41827,0,208.16,1
-25,0.029525,0,208.22,1
-25,-3.1608,0,208.7,1
-25,-22.1,0,211.54,1
-25.805,-25.805,0,212.1,1
-22.1,-25,0,212.67,1
22.1,-25,0,219.3,1
26.019,-26.003,0,219.91,1
25,-22.1,0,220.52,1
25,22.1,0,227.15,1
25.594,25.594,0,227.68,1
22.1,25,0,228.21,1
-22.1,25,0,234.84,1
-26.055,26.041,0,235.45,1
-25,22.1,0,236.06,1
-25,0.41827,0,239.32,0
-25,0.41827,20,239.92,0
-25,53.997,20,241.52,0
-25,53.997,0,242.12,1
-25,31.9,0,245.44,1
-25.49,28.51,0,245.95,1
-22.1,29,0,246.47,1
22.1,29,0,253.1,1
26.024,27.988,0,253.7,1
25,31.9,0,254.31,1
25,76.1,0,260.94,1
25.707,79.707,0,261.49,1
22.1,79,0,262.04,1
-22.1,79,0,268.67,1
-25.707,79.707,0,269.22,1
-25,76.1,0,269.78,1
-25,54.031,0,273.09,1
-25,54.019,0,273.09,1
-25,53.997,0,273.09,0
-25,53.997,20,273.69,0
29,-0.040437,20,275.98,0
29,-0.040437,0,276.58,1
29,-22.1,0,279.89,1
28.209,-25.791,0,280.46,1
31.9,-25,0,281.02,1
76.1,-25,0,287.65,1
79.707,-25.707,0,288.21,1
79,-22.1,0,288.76,1
79,22.1,0,295.39,1
79.707,25.707,0,295.94,1
76.1,25,0,296.49,1
31.9,25,0,303.12,1
27.988,26,0,303.73,1
29,22.1,0,304.33,1
29,0.031526,0,307.64,1
