29,54.019,20,0,0
29,54.019,0,0.6,1
29,53.941,0,0.61177,1
29,29,0,4.3529,1
76.1,29,0,11.418,1
79.707,28.293,0,11.969,1
79,31.9,0,12.521,1
79,79,0,19.586,1
31.9,79,0,26.651,1
28.293,79.707,0,27.202,1
29,76.1,0,27.753,1
29,54.019,0,31.065,0
29,54.019,20,31.665,0
-79,-53.982,20,36.248,0
-79,-53.982,0,36.848,1
-79,-79,0,40.6,1
-31.9,-79,0,47.665,1
-28.293,-79.707,0,48.217,1
-29,-76.1,0,48.768,1
-29,-29,0,55.833,1
-76.1,-29,0,62.898,1
-79.632,-28.368,0,63.436,1
-79,-31.9,0,63.974,1
-79,-53.982,0,67.287,0
-79,-53.982,20,67.887,0
-83,0,20,69.511,0
-83,0,0,70.111,1
-83,-83,0,82.561,1
83,-83,0,107.46,1
83,83,0,132.36,1
-83,83,0,157.26,1
-83,0,0,169.71,0
-83,0,20,170.31,0
-79,54.019,20,171.94,0
-79,54.019,0,172.54,1
-79,31.9,0,175.85,1
-79.707,28.293,0,176.4,1
-76.1,29,0,176.96,1
-31.9,29,0,183.59,1
-28.293,28.293,0,184.14,1
-29,31.9,0,184.69,1
-29,76.1,0,191.32,1
-28.293,79.707,0,191.87,1
-31.9,79,0,192.42,1
-79,79,0,199.49,1
-79,54.019,0,203.23,0
-79,54.019,20,203.83,0
-25,54.019,20,205.45,0
-25,54.019,0,206.05,1
-25,29,0,209.81,1
22.1,29,0,216.87,1
25.707,28.293,0,217.42,1
25,31.9,0,217.97,1
25,76.1,0,224.6,1
25.707,79.707,0,225.16,1
22.1,79,0,225.71,1
-22.1,79,0,232.34,1
-25.707,79.707,0,232.89,1
-25,76.1,0,233.44,1
-25,54.031,0,236.75,1
-25,54.019,0,236.75,0
-25,54.019,20,237.35,0
-79,-1.7764e-15,20,239.64,0
-79,-1.7764e-15,0,240.24,1
-79,-22.1,0,243.56,1
-79.707,-25.707,0,244.11,1
-76.1,-25,0,244.66,1
-31.9,-25,0,251.29,1
-28.352,-25.695,0,251.83,1
-28.293,-25.707,0,251.84,1
-29,-22.1,0,252.39,1
-29,25,0,259.46,1
-76.1,25,0,266.52,1
-79.707,25.707,0,267.08,1
-79,22.1,0,267.63,1
-79,-1.7764e-15,0,270.94,0
-79,-1.7764e-15,20,271.54,0
-25,-54,20,273.83,0
-25,-54,0,274.43,1
-25,-76.1,0,277.75,1
-25.707,-79.707,0,278.3,1
-22.1,-79,0,278.85,1
22.1,-79,0,285.48,1
25.707,-79.707,0,286.03,1
25,-76.1,0,286.58,1
25,-29,0,293.65,1
-22.1,-29,0,300.71,1
-25.707,-28.293,0,301.26,1
-25,-31.9,0,301.82,1
-25,-54,0,305.13,0
-25,-54,20,305.73,0
29,0.031526,20,308.02,0
29,0.031526,0,308.62,1
29,-25,0,312.38,1
76.1,-25,0,319.44,1
79.707,-25.707,0,319.99,1
79,-22.1,0,320.55,1
79,22.1,0,327.18,1
79.707,25.707,0,327.73,1
76.1,25,0,328.28,1
31.9,25,0,334.91,1
28.293,25.707,0,335.46,1
29,22.1,0,336.01,1
29,0.031526,0,339.32,0
29,0.031526,20,339.92,0
29,-54,20,341.54,0
29,-54,0,342.14,1
29,-76.1,0,345.46,1
28.293,-79.707,0,346.01,1
31.9,-79,0,346.56,1
79,-79,0,353.62,1
79,-31.9,0,360.69,1
79.632,-28.368,0,361.23,1
76.1,-29,0,361.77,1
31.9,-29,0,368.4,1
28.293,-28.293,0,368.95,1
29,-31.9,0,369.5,1
29,-54,0,372.81,0
29,-54,20,373.41,0
-25,-3.1608,20,375.64,0
-25,-3.1608,0,376.24,1
-25,-25,0,379.51,1
22.1,-25,0,386.58,1
25.707,-25.707,0,387.13,1
25,-22.1,0,387.68,1
25,25,0,394.75,1
-22.1,25,0,401.81,1
-25.707,25.707,0,402.36,1
-25,22.1,0,402.91,1
-25,0.029525,0,406.23,1
-25,-3.1608,0,406.7,0
-25,-3.1608,20,407.3,0
29,54.019,21.75,407.9,0
29,54.019,1.75,408.5,1
29,53.941,1.75,408.52,1
29,29,1.75,412.26,1
76.1,29,1.75,419.32,1
79.707,28.293,1.75,419.87,1
79,31.9,1.75,420.42,1
79,79,1.75,427.49,1
31.9,79,1.75,434.55,1
28.293,79.707,1.75,435.11,1
29,76.1,1.75,435.66,1
29,54.019,1.75,438.97,0
29,54.019,21.75,439.57,0
-79,-53.982,21.75,444.15,0
-79,-53.982,1.75,444.75,1
-79,-79,1.75,448.5,1
-31.9,-79,1.75,455.57,1
-28.293,-79.707,1.75,456.12,1
-29,-76.1,1.75,456.67,1
-29,-29,1.75,463.74,1
-76.1,-29,1.75,470.8,1
-79.632,-28.368,1.75,471.34,1
-79,-31.9,1.75,471.88,1
-79,-53.982,1.75,475.19,0
-79,-53.982,21.75,475.79,0
-83,0,21.75,477.41,0
-83,0,1.75,478.01,1
-83,-83,1.75,490.46,1
83,-83,1.75,515.36,1
83,83,1.75,540.26,1
-83,83,1.75,565.16,1
-83,0,1.75,577.61,0
-83,0,21.75,578.21,0
-79,54.019,21.75,579.84,0
-79,54.019,1.75,580.44,1
-79,31.9,1.75,583.76,1
-79.707,28.293,1.75,584.31,1
-76.1,29,1.75,584.86,1
-31.9,29,1.75,591.49,1
-28.293,28.293,1.75,592.04,1
-29,31.9,1.75,592.59,1
-29,76.1,1.75,599.22,1
-28.293,79.707,1.75,599.77,1
-31.9,79,1.75,600.33,1
-79,79,1.75,607.39,1
-79,54.019,1.75,611.14,0
-79,54.019,21.75,611.74,0
-25,54.019,21.75,613.36,0
-25,54.019,1.75,613.96,1
-25,29,1.75,617.71,1
22.1,29,1.75,624.78,1
25.707,28.293,1.75,625.33,1
25,31.9,1.75,625.88,1
25,76.1,1.75,632.51,1
25.707,79.707,1.75,633.06,1
22.1,79,1.75,633.61,1
-22.1,79,1.75,640.24,1
-25.707,79.707,1.75,640.79,1
-25,76.1,1.75,641.34,1
-25,54.031,1.75,644.65,1
-25,54.019,1.75,644.66,0
-25,54.019,21.75,645.26,0
-79,-1.7764e-15,21.75,647.55,0
-79,-1.7764e-15,1.75,648.15,1
-79,-22.1,1.75,651.46,1
-79.707,-25.707,1.75,652.01,1
-76.1,-25,1.75,652.57,1
-31.9,-25,1.75,659.2,1
-28.352,-25.695,1.75,659.74,1
-28.293,-25.707,1.75,659.75,1
