29,54.019,20,0,0
29,54.019,0,0.6,1
29,53.941,0,0.61177,1
29,29,0,4.3529,1
76.1,29,0,11.418,1
79.707,28.293,0,11.969,1
79,31.9,0,12.521,1
79,79,0,19.586,1
31.9,79,0,26.651,1
28.293,79.707,0,27.202,1
29,76.1,0,27.753,1
29,54.019,0,31.065,0
29,54.019,20,31.665,0
29,-54,20,34.906,0
29,-54,0,35.506,1
29,-76.1,0,38.821,1
28.293,-79.707,0,39.372,1
31.9,-79,0,39.924,1
79,-79,0,46.989,1
79,-31.9,0,54.054,1
79.632,-28.368,0,54.592,1
76.1,-29,0,55.13,1
31.9,-29,0,61.76,1
28.293,-28.293,0,62.312,1
29,-31.9,0,62.863,1
29,-54,0,66.178,0
29,-54,20,66.778,0
-79,-53.982,20,70.018,0
-79,-53.982,0,70.618,1
-79,-79,0,74.371,1
-31.9,-79,0,81.436,1
-28.293,-79.707,0,81.987,1
-29,-76.1,0,82.538,1
-29,-29,0,89.603,1
-76.1,-29,0,96.668,1
-79.632,-28.368,0,97.207,1
-79,-31.9,0,97.745,1
-79,-53.982,0,101.06,0
-79,-53.982,20,101.66,0
-25,-3.1608,20,103.88,0
-25,-3.1608,0,104.48,1
-25,-25,0,107.76,1
22.1,-25,0,114.82,1
25.707,-25.707,0,115.37,1
25,-22.1,0,115.93,1
25,25,0,122.99,1
-22.1,25,0,130.06,1
-25.707,25.707,0,130.61,1
-25,22.1,0,131.16,1
-25,0.029525,0,134.47,1
-25,-3.1608,0,134.95,0
-25,-3.1608,20,135.55,0
-25,54.019,20,137.26,0
-25,54.019,0,137.86,1
-25,29,0,141.62,1
22.1,29,0,148.68,1
25.707,28.293,0,149.23,1
25,31.9,0,149.78,1
25,76.1,0,156.41,1
25.707,79.707,0,156.96,1
22.1,79,0,157.52,1
-22.1,79,0,164.15,1
-25.707,79.707,0,164.7,1
-25,76.1,0,165.25,1
-25,54.031,0,168.56,1
-25,54.019,0,168.56,0
-25,54.019,20,169.16,0
-25,-54,20,172.4,0
-25,-54,0,173,1
-25,-76.1,0,176.32,1
-25.707,-79.707,0,176.87,1
-22.1,-79,0,177.42,1
22.1,-79,0,184.05,1
25.707,-79.707,0,184.6,1
25,-76.1,0,185.15,1
25,-29,0,192.22,1
-22.1,-29,0,199.28,1
-25.707,-28.293,0,199.83,1
-25,-31.9,0,200.38,1
-25,-54,0,203.7,0
-25,-54,20,204.3,0
-83,0,20,206.68,0
-83,0,0,207.28,1
-83,-83,0,219.73,1
83,-83,0,244.63,1
83,83,0,269.53,1
-83,83,0,294.43,1
-83,0,0,306.88,0
-83,0,20,307.48,0
-79,54.019,20,309.1,0
-79,54.019,0,309.7,1
-79,31.9,0,313.02,1
-79.707,28.293,0,313.57,1
-76.1,29,0,314.12,1
-31.9,29,0,320.75,1
-28.293,28.293,0,321.3,1
-29,31.9,0,321.86,1
-29,76.1,0,328.49,1
-28.293,79.707,0,329.04,1
-31.9,79,0,329.59,1
-79,79,0,336.65,1
-79,54.019,0,340.4,0
-79,54.019,20,341,0
29,0.031526,20,344.62,0
29,0.031526,0,345.22,1
29,-25,0,348.98,1
76.1,-25,0,356.04,1
79.707,-25.707,0,356.59,1
79,-22.1,0,357.14,1
79,22.1,0,363.77,1
79.707,25.707,0,364.33,1
76.1,25,0,364.88,1
31.9,25,0,371.51,1
28.293,25.707,0,372.06,1
29,22.1,0,372.61,1
29,0.031526,0,375.92,0
29,0.031526,20,376.52,0
-79,-1.7764e-15,20,379.76,0
-79,-1.7764e-15,0,380.36,1
-79,-22.1,0,383.68,1
-79.707,-25.707,0,384.23,1
-76.1,-25,0,384.78,1
-31.9,-25,0,391.41,1
-28.352,-25.695,0,391.95,1
-28.293,-25.707,0,391.96,1
-29,-22.1,0,392.51,1
-29,25,0,399.58,1
-76.1,25,0,406.64,1
-79.707,25.707,0,407.19,1
-79,22.1,0,407.74,1
-79,-1.7764e-15,0,411.06,0
-79,-1.7764e-15,20,411.66,0
29,54.019,21.75,412.26,0
29,54.019,1.75,412.86,1
29,53.941,1.75,412.87,1
29,29,1.75,416.61,1
76.1,29,1.75,423.68,1
79.707,28.293,1.75,424.23,1
79,31.9,1.75,424.78,1
79,79,1.75,431.84,1
31.9,79,1.75,438.91,1
28.293,79.707,1.75,439.46,1
29,76.1,1.75,440.01,1
29,54.019,1.75,443.32,0
29,54.019,21.75,443.92,0
29,-54,21.75,447.16,0
29,-54,1.75,447.76,1
29,-76.1,1.75,451.08,1
28.293,-79.707,1.75,451.63,1
31.9,-79,1.75,452.18,1
79,-79,1.75,459.25,1
79,-31.9,1.75,466.31,1
79.632,-28.368,1.75,466.85,1
76.1,-29,1.75,467.39,1
31.9,-29,1.75,474.02,1
28.293,-28.293,1.75,474.57,1
29,-31.9,1.75,475.12,1
29,-54,1.75,478.44,0
29,-54,21.75,479.04,0
-79,-53.982,21.75,482.28,0
-79,-53.982,1.75,482.88,1
-79,-79,1.75,486.63,1
-31.9,-79,1.75,493.69,1
-28.293,-79.707,1.75,494.25,1
-29,-76.1,1.75,494.8,1
-29,-29,1.75,501.86,1
-76.1,-29,1.75,508.93,1
-79.632,-28.368,1.75,509.47,1
-79,-31.9,1.75,510,1
-79,-53.982,1.75,513.32,0
-79,-53.982,21.75,513.92,0
-25,-3.1608,21.75,516.14,0
-25,-3.1608,1.75,516.74,1
-25,-25,1.75,520.02,1
22.1,-25,1.75,527.08,1
25.707,-25.707,1.75,527.63,1
25,-22.1,1.75,528.18,1
25,25,1.75,535.25,1
-22.1,25,1.75,542.31,1
-25.707,25.707,1.75,542.87,1
-25,22.1,1.75,543.42,1
-25,0.029525,1.75,546.73,1
-25,-3.1608,1.75,547.21,0
-25,-3.1608,21.75,547.81,0
-25,54.019,21.75,549.52,0
-25,54.019,1.75,550.12,1
-25,29,1.75,553.87,1
22.1,29,1.75,560.94,1
25.707,28.293,1.75,561.49,1
25,31.9,1.75,562.04,1
25,76.1,1.75,568.67,1
25.707,79.707,1.75,569.22,1
22.1,79,1.75,569.77,1
-22.1,79,1.75,576.4,1
-25.707,79.707,1.75,576.96,1
-25,76.1,1.75,577.51,1
-25,54.031,1.75,580.82,1
-25,54.019,1.75,580.82,0
-25,54.019,21.75,581.42,0
-25,-54,21.75,584.66,0
-25,-54,1.75,585.26,1
-25,-76.1,1.75,588.58,1
-25.707,-79.707,1.75,589.13,1
